Customer ID,Customer Name,Recency,Frequency,Monetary,Avg_Item_Price,Unique_Product_Count,Fav_Product,City,State,Region,Furniture_Count,Office Supplies_Count,Technology_Count,First Class_Count,Same Day_Count,Second Class_Count,Standard Class_Count,Consumer_Count,Corporate_Count,Home Office_Count,Cluster
CL-12700,Craig Leslie,260,4,2335.5860000000002,333.6551428571429,7,Acco 3-Hole Punch,Colorado Springs,Colorado,West,2,4,1,1,0,0,6,0,0,7,0
CM-11815,Candace McMahon,131,6,1673.888,167.3888,10,Acme Design Stainless Steel Bent Scissors,Seattle,Washington,West,1,5,4,1,0,5,4,0,10,0,0
CM-11935,Carlos Meador,707,2,565.392,141.348,4,Eldon Pizzaz Desk Accessories,Fayetteville,North Carolina,South,2,1,1,0,0,1,3,4,0,0,1
CM-12115,Chad McGuire,8,4,1661.6100000000001,237.37285714285716,7,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",New York City,New York,East,2,2,3,1,0,3,3,7,0,0,0
CM-12160,Charles McCrossin,26,6,2533.314,361.902,7,Acco Perma 2700 Stacking Storage Drawers,Philadelphia,Pennsylvania,East,1,3,3,1,0,1,5,7,0,0,0
CM-12190,Charlotte Melton,8,6,1475.144,210.73485714285715,7,"Eldon Base for stackable storage shelf, platinum",Rochester,California,Central,2,4,1,2,3,0,2,7,0,0,0
CM-12235,Chris McAfee,385,5,2305.712,288.214,8,DIXON Ticonderoga Erasable Checking Pencils,Little Rock,Arkansas,South,1,6,1,0,0,4,4,8,0,0,1
CM-12385,Christopher Martinez,37,4,8954.02,895.402,10,Avery File Folder Labels,Atlanta,Georgia,South,1,8,1,0,0,1,9,10,0,0,0
CM-12445,Chuck Magee,436,3,287.99,31.99888888888889,9,Advantus Rolling Storage Box,Redlands,California,West,1,8,0,0,4,3,2,9,0,0,1
CM-12655,Corinna Mitchell,27,5,5890.508,736.3135,8,"Alliance Super-Size Bands, Assorted Sizes",Los Angeles,California,West,2,2,4,1,0,1,6,0,0,8,0
CM-12715,Craig Molinari,1034,4,3984.4524,306.49633846153847,13,"Acco Six-Outlet Power Strip, 4' Cord Length",Huntsville,Texas,Central,4,7,2,2,0,0,11,0,13,0,1
CP-12085,Cathy Prescott,82,8,5402.254000000001,385.8752857142858,14,Advantus Rolling Drawer Organizers,Springfield,Missouri,Central,4,8,2,5,0,7,2,0,14,0,2
CP-12340,Christine Phan,160,7,5817.187,415.51335714285716,14,Angle-D Ring Binders,New York City,New York,East,3,9,2,1,0,0,13,0,14,0,2
CR-12580,Clay Rozendal,57,4,2148.852,358.142,6,3-ring staple pack,Elmhurst,California,West,1,4,1,2,0,1,3,0,0,6,0
CR-12625,Corey Roper,470,3,475.9,118.975,4,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Lakewood,New Jersey,East,1,3,0,1,0,1,2,0,0,4,1
CR-12730,Craig Reiter,78,4,1600.55,266.7583333333333,6,Airmail Envelopes,Columbus,Ohio,East,1,5,0,1,0,1,4,6,0,0,0
CR-12820,Cyra Reiten,85,3,1397.8724,199.69605714285714,7,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Houston,New York,Central,1,4,2,3,0,0,4,0,0,7,0
CS-11845,Cari Sayre,91,5,1278.954,159.86925,8,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Seattle,Washington,West,1,6,1,5,0,2,1,0,8,0,0
CS-11860,Cari Schnelling,162,6,537.632,76.80457142857142,7,Avery Printable Repositionable Plastic Tabs,New York City,New York,East,0,6,1,0,1,2,4,7,0,0,0
CS-11950,Carlos Soltero,25,11,3036.547,138.02486363636365,22,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Philadelphia,Pennsylvania,East,7,11,4,2,2,2,16,22,0,0,2
CS-12130,Chad Sievert,489,4,884.64,126.37714285714286,7,AT&T 17929 Lendline Telephone,Los Angeles,California,West,1,5,1,0,0,0,7,7,0,0,1
CS-12175,Charles Sheldon,232,5,844.4580000000001,105.55725000000001,8,3M Organizer Strips,San Francisco,California,West,2,6,0,0,0,1,7,0,8,0,0
CS-12250,Chris Selesnick,26,12,2754.216,98.36485714285713,28,"#10 Gummed Flap White Envelopes, 100/Box",San Diego,California,West,2,21,5,3,2,10,13,0,28,0,2
CS-12355,Christine Sundaresam,6,11,3202.1620000000003,145.5528181818182,22,Acme Forged Steel Scissors with Black Enamel Handles,Long Beach,Georgia,South,2,15,5,3,0,3,16,22,0,0,2
CS-12400,Christopher Schild,2,9,3651.8585000000003,260.8470357142857,13,Bretford Rectangular Conference Table Tops,Tampa,Florida,South,4,8,2,2,0,3,9,0,0,14,2
CS-12460,Chuck Sachs,27,2,550.644,91.774,6,AT&T 1080 Corded phone,New York City,New York,East,1,3,2,0,0,0,6,6,0,0,0
CS-12490,Cindy Schnelling,424,4,970.1105,121.2638125,8,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Toledo,Ohio,East,1,4,3,1,0,0,7,0,8,0,1
CS-12505,Cindy Stewart,58,6,5690.054999999999,632.2283333333332,9,Acme Forged Steel Scissors with Black Enamel Handles,Lancaster,California,West,0,6,3,0,0,1,8,9,0,0,0
CT-11995,Carol Triggs,96,8,3241.898,180.10544444444446,18,3.6 Cubic Foot Counter Height Office Refrigerator,Tucson,Arizona,Central,5,11,2,5,0,2,11,18,0,0,2
CV-12295,Christina VanderZanden,254,5,2830.6279999999997,217.74061538461535,13,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Fresno,California,Central,2,8,3,5,0,1,7,13,0,0,0
CV-12805,Cynthia Voltz,5,9,2370.3136,124.75334736842105,19,Avery 493,Austin,Texas,Central,5,12,2,5,0,4,10,0,19,0,2
CW-11905,Carl Weiss,22,6,1136.592,103.32654545454547,11,Acco Economy Flexible Poly Round Ring Binder,Huntsville,California,West,0,9,2,0,0,6,5,0,0,11,0
CY-12745,Craig Yedwab,60,7,2004.0819999999999,200.4082,10,"#10 Gummed Flap White Envelopes, 100/Box",Chicago,California,West,1,6,3,1,1,3,5,0,10,0,0
Co-12640,Corey-Lock,549,5,1300.076,162.5095,8,Avery 488,Lawton,Illinois,Central,1,6,1,0,0,1,7,8,0,0,1
DA-13450,Dianna Arnett,352,4,156.76,19.595,8,12 Colored Short Pencils,Lancaster,Ohio,East,1,6,1,0,0,2,6,0,0,8,1
DB-12910,Daniel Byrd,21,8,2171.599,180.96658333333335,12,Advantus Panel Wall Certificate Holder - 8.5x11,Lake Forest,California,South,5,6,1,0,0,5,7,0,0,12,2
DB-12970,Darren Budd,241,4,2469.6672,246.96671999999998,10,Acco Side-Punched Conventional Columnar Pads,Houston,Texas,Central,4,5,1,0,0,3,7,0,10,0,0
DB-13060,Dave Brooks,16,6,4151.51,415.151,10,Avaya 5420 Digital phone,Skokie,Illinois,Central,3,4,3,2,4,2,2,10,0,0,0
DB-13120,David Bremer,48,7,2973.094,212.36385714285714,14,DAX Black Cherry Wood-Tone Poster Frame,Rochester,California,East,2,10,2,3,0,1,10,0,14,0,0
DB-13210,Dean Braden,9,10,2332.5769999999998,111.07509523809523,21,"6"" Cubicle Wall Clock, Black",Detroit,Michigan,Central,4,12,5,2,1,4,14,21,0,0,2
DB-13270,Deborah Brumfield,53,8,4655.897,358.14592307692305,13,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Providence,California,East,3,7,3,1,0,4,8,0,0,13,2
DB-13360,Dennis Bolton,264,5,1081.466,180.24433333333332,6,Cardinal EasyOpen D-Ring Binders,Waterbury,Connecticut,East,1,4,1,0,0,1,5,0,0,6,0
DB-13405,Denny Blanton,187,4,1711.692,122.26371428571429,14,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",New York City,New York,East,1,9,4,0,0,12,2,14,0,0,0
DB-13555,Dorothy Badders,107,7,3908.8028,279.2002,14,3.6 Cubic Foot Counter Height Office Refrigerator,Newark,Delaware,South,3,10,1,2,0,0,12,0,14,0,2
DB-13615,Doug Bickford,33,7,1989.05,180.82272727272726,11,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Los Angeles,California,West,0,10,1,0,0,5,6,11,0,0,0
DB-13660,Duane Benoit,12,7,1155.202,115.5202,10,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Los Angeles,California,East,2,7,1,1,0,1,8,10,0,0,0
DC-12850,Dan Campbell,37,9,3336.168,185.34266666666667,18,"#10 White Business Envelopes,4 1/8 x 9 1/2",Memphis,Tennessee,South,3,14,1,4,2,2,10,18,0,0,2
DC-13285,Debra Catini,23,5,1174.618,167.8025714285714,7,DAX Wood Document Frame.,Cottage Grove,Florida,South,2,3,2,0,2,0,5,7,0,0,0
DD-13570,Dorothy Dickinson,41,6,269.542,29.949111111111108,9,"Adams ""While You Were Out"" Message Pads",Los Angeles,California,Central,0,8,1,1,0,0,8,9,0,0,0
DE-13255,Deanra Eno,718,5,2550.874,283.43044444444445,9,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Los Angeles,Ohio,East,2,6,1,0,0,6,3,0,0,9,1
DF-13135,David Flashing,699,3,2390.534,398.42233333333337,6,Avery 512,Rockford,Illinois,Central,1,4,1,0,0,1,5,6,0,0,1
DG-13300,Deirdre Greer,32,5,3195.818,399.47725,8,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Philadelphia,Pennsylvania,East,3,4,1,3,1,0,4,0,8,0,0
DH-13075,Dave Hallsten,277,5,3487.1980000000003,193.73322222222225,18,Avery Heavy-Duty EZD View Binder with Locking Rings,Fairfield,California,West,3,11,4,7,0,2,9,0,18,0,0
DH-13675,Duane Huffman,775,4,1043.096,94.8269090909091,11,12-1/2 Diameter Round Wall Clock,Miami,Florida,South,3,7,1,0,4,0,7,0,0,11,1
DJ-13420,Denny Joy,637,4,2012.52,402.504,5,DAX Natural Wood-Tone Poster Frame,San Francisco,California,West,4,1,0,1,0,2,2,0,5,0,1
DJ-13510,Don Jones,48,8,2501.688,192.43753846153848,13,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Little Rock,Arkansas,South,4,7,2,3,0,1,9,0,13,0,2
DJ-13630,Doug Jacobs,12,3,3356.398,419.54975,8,Advantus Rolling Storage Box,New York City,New York,East,1,6,1,0,0,1,7,8,0,0,0
DK-12835,Damala Kotsonis,21,12,3256.48,120.61037037037038,27,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Springfield,California,West,4,20,3,7,0,11,9,0,27,0,2
DK-12895,Dana Kaydos,45,5,4282.176,285.4784,15,Avery Legal 4-Ring Binder,Seattle,Washington,Central,5,6,4,0,0,0,15,15,0,0,0
DK-12985,Darren Koutras,7,5,1687.04,210.88,8,Balt Split Level Computer Training Table,Hendersonville,Tennessee,South,3,5,0,0,0,0,8,8,0,0,0
DK-13090,Dave Kipp,42,7,2650.557,203.88899999999998,13,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Clinton,Florida,East,3,7,3,4,0,0,9,13,0,0,0
DK-13150,David Kendrick,10,2,797.832,159.5664,5,GBC Premium Transparent Covers with Diagonal Lined Pattern,New York City,New York,East,0,4,1,0,0,2,3,0,5,0,0
DK-13225,Dean Katz,10,9,4802.394,252.75757894736844,19,3M Hangers With Command Adhesive,Philadelphia,California,East,3,14,2,0,0,9,10,0,19,0,2
DK-13375,Dennis Kane,19,8,3318.486,144.28199999999998,23,AT&T EL51110 DECT,Seattle,Washington,West,4,13,6,3,3,12,5,23,0,0,2
DL-12865,Dan Lawera,100,7,444.024,63.432,7,Avery 510,New York City,Florida,East,2,5,0,1,0,1,5,7,0,0,0
DL-12925,Daniel Lacy,57,6,3272.2,233.72857142857143,14,"3D Systems Cube Printer, 2nd Generation, White",Eagan,Minnesota,Central,3,7,4,0,1,3,10,14,0,0,0
DL-13315,Delfina Latchford,22,8,1458.258,85.77988235294117,17,AT&T 841000 Phone,New York City,New York,East,2,14,1,2,0,13,2,17,0,0,2
DL-13330,Denise Leinenbach,57,4,585.02,73.1275,8,9-3/4 Diameter Round Wall Clock,Lawrence,Indiana,Central,1,5,2,2,0,5,1,8,0,0,0
DL-13495,Dionis Lloyd,76,8,3539.322,294.94350000000003,12,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Detroit,Michigan,West,2,7,3,1,1,3,7,0,12,0,2
DM-12955,Dario Medina,114,7,1322.034,146.89266666666668,9,Acco Perma 3000 Stacking Storage Drawers,Houston,Arizona,Central,2,7,0,0,1,1,7,0,9,0,0
DM-13015,Darrin Martin,57,7,6345.103,317.25515,19,Staple envelope,New York City,New York,East,2,13,5,2,8,9,1,20,0,0,2
DM-13345,Denise Monton,22,8,4074.4719999999993,313.42092307692303,13,Avery Durable Binders,San Francisco,California,East,3,8,2,0,0,4,9,0,13,0,2
DM-13525,Don Miller,481,3,1376.792,137.67919999999998,10,Advantus Panel Wall Certificate Holder - 8.5x11,New York City,New York,East,3,6,1,3,0,7,0,0,10,0,1
DN-13690,Duane Noonan,217,7,2139.79,194.52636363636364,11,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Columbia,California,West,6,4,1,1,0,1,9,11,0,0,0
DO-13435,Denny Ordway,133,9,1300.0315,100.00242307692308,13,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Columbus,Ohio,West,1,9,3,1,3,3,6,13,0,0,2
DO-13645,Doug O'Connell,26,7,1267.316,115.21054545454545,10,"Global Value Steno Chair, Gray",Paterson,New Jersey,East,4,5,2,0,0,3,8,11,0,0,0
DP-13000,Darren Powers,126,8,897.524,59.83493333333333,15,Avery 485,New Albany,Indiana,Central,3,11,1,0,0,1,14,15,0,0,2
DP-13105,Dave Poirier,6,8,2215.002,158.21442857142856,14,"ACCOHIDE 3-Ring Binder, Blue, 1""",Hempstead,California,West,1,11,2,1,0,2,11,0,14,0,2
DP-13165,David Philippe,811,2,1058.616,264.654,4,"Angle-D Binders with Locking Rings, Label Holders",New York City,New York,East,1,2,1,3,0,0,1,4,0,0,1
DP-13390,Dennis Pardue,358,9,5480.724,391.48028571428574,14,BIC Liqua Brite Liner,North Las Vegas,California,West,1,13,0,2,2,3,7,0,0,14,2
DR-12880,Dan Reichenbach,3,9,6528.034,272.00141666666667,24,APC 7 Outlet Network SurgeArrest Surge Protector,Inglewood,California,East,6,11,7,4,2,8,10,0,24,0,2
DR-12940,Daniel Raglin,50,8,8350.868,642.3744615384616,13,AT&T TR1909W,Franklin,Massachusetts,East,4,7,2,0,0,3,10,0,0,13,2
DS-13030,Darrin Sayre,93,4,1762.213,92.74805263157894,19,Acco Translucent Poly Ring Binders,Aurora,Colorado,West,3,12,4,9,0,0,10,0,0,19,0
DS-13180,David Smith,23,9,2881.8128,144.09064,20,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Philadelphia,Pennsylvania,Central,7,10,3,2,0,1,17,0,20,0,2
DV-13045,Darrin Van Huff,19,5,1119.483,124.387,9,Advantus Panel Wall Certificate Holder - 8.5x11,Jacksonville,Florida,South,4,4,1,2,1,1,5,0,9,0,0
DV-13465,Dianna Vittorini,29,5,3254.487,250.34515384615386,13,AT&T SB67148 SynJ,Denver,Colorado,West,0,8,5,2,1,5,5,13,0,0,0
DW-13195,David Wiener,69,6,1080.751,120.08344444444444,9,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Houston,Texas,West,4,4,1,0,0,3,6,0,9,0,0
DW-13480,Dianna Wilson,217,5,5271.628,479.2389090909091,11,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Lakeville,Minnesota,Central,2,6,3,3,0,5,3,0,0,11,0
DW-13540,Don Weiss,98,5,344.08000000000004,38.23111111111112,9,Avery 511,Seattle,Texas,Central,1,8,0,0,0,5,4,9,0,0,0
DW-13585,Dorothy Wardle,242,7,1204.854,120.4854,10,Acme Titanium Bonded Scissors,Columbus,Ohio,East,3,5,2,3,0,3,4,0,10,0,0
Dl-13600,Dorris liebe,119,5,755.602,125.93366666666667,6,Avery 490,Seattle,Washington,West,2,4,0,0,0,1,5,0,6,0,0
Dp-13240,Dean percer,84,11,7198.761,248.2331379310345,29,Adjustable Depth Letter/Legal Cart,Knoxville,Tennessee,South,7,17,5,13,0,0,16,0,0,29,2
EA-14035,Erin Ashbrook,152,12,2752.441,125.11095454545453,21,Xerox 206,Columbus,Ohio,Central,3,14,5,3,1,0,18,0,22,0,2
EB-13705,Ed Braxton,48,9,3644.978,303.7481666666667,12,3M Polarizing Light Filter Sleeves,Akron,California,Central,5,6,1,0,1,3,8,0,12,0,2
EB-13750,Edward Becker,35,10,3236.314,161.8157,20,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",New York City,New York,East,6,10,4,3,1,3,13,0,20,0,2
EB-13840,Ellis Ballard,90,4,964.448,137.77828571428572,7,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Seattle,Washington,West,2,5,0,0,0,0,7,0,7,0,0
EB-13870,Emily Burns,100,10,2767.219,251.56536363636363,11,ARKON Windshield Dashboard Air Vent Car Mount Holder,Philadelphia,Arizona,West,4,4,3,1,0,0,10,11,0,0,2
EB-13930,Eric Barreto,161,5,944.6000000000001,134.94285714285715,7,AT&T 17929 Lendline Telephone,Saint Petersburg,California,South,2,4,1,1,0,1,5,7,0,0,0
EB-13975,Erica Bern,0,4,1643.255,273.87583333333333,6,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Fairfield,California,South,0,4,2,0,0,1,5,0,6,0,0
EB-14110,Eugene Barchas,113,6,3071.126,279.19327272727276,11,Aastra 6757i CT Wireless VoIP phone,Philadelphia,California,East,4,4,3,0,0,5,6,11,0,0,0
EB-14170,Evan Bailliet,82,6,1186.326,169.47514285714286,7,Avery 490,Seattle,Texas,Central,1,6,0,1,1,1,4,7,0,0,0
EC-14050,Erin Creighton,53,5,461.914,65.98771428571429,7,Case Logic 2.4GHz Wireless Keyboard,Columbus,California,East,1,5,1,2,1,0,4,7,0,0,0
ED-13885,Emily Ducich,135,8,3484.92,248.92285714285714,14,36X48 HARDFLOOR CHAIRMAT,Houston,Texas,Central,4,7,3,4,0,2,8,0,0,14,2
EG-13900,Emily Grady,22,5,1832.02,203.55777777777777,9,Avery 520,Oceanside,New York,East,3,5,1,6,0,2,1,9,0,0,0
EH-13765,Edward Hooks,135,10,9940.38,368.16222222222217,27,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Seattle,Washington,West,4,23,0,2,1,4,20,0,27,0,2
EH-13945,Eric Hoffmann,217,8,684.1709999999999,40.24535294117646,17,Accohide Poly Flexible Ring Binders,Houston,Texas,Central,2,11,4,0,1,5,11,17,0,0,2
EH-13990,Erica Hackney,405,6,825.95,103.24375,8,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Meriden,Connecticut,East,2,4,2,1,0,1,6,8,0,0,1
EH-14005,Erica Hernandez,2,7,1219.53,110.86636363636363,11,Avery 511,Hialeah,Arkansas,South,1,9,1,3,2,2,4,0,0,11,0
EH-14125,Eugene Hildebrand,152,10,3082.653,171.2585,18,#10 Self-Seal White Envelopes,San Francisco,California,East,2,13,3,1,4,0,13,0,0,18,2
EH-14185,Evan Henry,105,6,923.884,115.4855,8,Embossed Ink Jet Note Cards,Philadelphia,Pennsylvania,East,0,5,3,1,0,1,6,8,0,0,0
EJ-13720,Ed Jacobs,302,4,2162.174,270.27175,8,Balt Split Level Computer Training Table,San Diego,California,West,3,4,1,1,0,0,7,8,0,0,0
EJ-14155,Eva Jacobs,57,5,2656.6910000000003,332.08637500000003,8,"24 Capacity Maxi Data Binder Racks, Pearl",Franklin,Massachusetts,East,3,3,2,0,0,5,3,8,0,0,0
EK-13795,Eileen Kiefer,44,4,1303.4779999999998,325.86949999999996,4,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Chicago,California,West,1,2,1,1,0,1,2,0,0,4,0
EL-13735,Ed Ludwig,77,2,124.28,62.14,2,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Columbia,Maryland,Central,1,1,0,0,0,0,2,0,0,2,0
EM-13810,Eleni McCrary,132,5,2567.0099999999998,366.7157142857142,7,3-ring staple pack,New York City,California,East,3,2,2,0,3,1,3,0,7,0,0
EM-13825,Elizabeth Moffitt,55,8,2339.598,146.224875,16,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Sioux Falls,South Dakota,Central,3,9,4,1,0,5,10,0,16,0,2
EM-13960,Eric Murdock,151,5,933.704,155.61733333333333,5,Lenovo 17-Key USB Numeric Keypad,Quincy,Illinois,Central,0,3,3,1,0,2,3,6,0,0,0
EM-14065,Erin Mull,47,4,228.99,38.165,6,Acco Translucent Poly Ring Binders,New York City,New York,East,1,4,1,0,0,3,3,6,0,0,0
EM-14095,Eudokia Martin,113,4,1041.0420000000001,104.10420000000002,10,Acme Preferred Stainless Steel Scissors,Los Angeles,California,West,0,8,2,4,0,6,0,0,10,0,0
EM-14140,Eugene Moren,48,6,4588.436,218.49695238095237,21,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Superior,Wisconsin,West,3,11,7,5,6,0,10,0,0,21,0
EM-14200,Evan Minnotte,158,3,366.822,91.7055,4,Avery 486,Virginia Beach,Virginia,South,1,2,1,1,0,0,3,0,0,4,0
EN-13780,Edward Nazzal,287,4,2199.366,244.374,9,Easy-staple paper,New York City,New York,East,2,4,3,3,4,0,2,9,0,0,0
EP-13915,Emily Phan,12,17,5478.0608,176.71163870967743,30,Xerox 1996,Houston,California,Central,6,19,6,5,0,2,24,31,0,0,2
ER-13855,Elpida Rittenbach,421,3,1245.788,249.1576,5,BPI Conference Tables,Charlotte,North Carolina,South,1,4,0,0,0,3,2,0,5,0,1
ES-14020,Erica Smith,40,5,3510.4579999999996,438.80724999999995,8,Avery 499,Los Angeles,California,West,2,4,2,0,0,1,7,8,0,0,0
ES-14080,Erin Smith,28,9,4657.924,232.8962,20,AT&T CL2909,Tempe,Arizona,West,2,10,8,9,0,0,11,0,20,0,2
FA-14230,Frank Atkinson,97,7,2984.054,175.53258823529413,17,24-Hour Round Wall Clock,Denver,California,West,5,5,7,4,0,6,7,0,17,0,0
FC-14245,Frank Carlisle,70,7,3418.742,244.19585714285716,14,Avanti 1.7 Cu. Ft. Refrigerator,San Francisco,California,West,1,10,3,2,0,3,9,0,0,14,2
FC-14335,Fred Chung,184,7,3889.366,388.9366,10,AT&T 17929 Lendline Telephone,Chicago,California,West,1,7,2,3,1,0,6,0,10,0,2
FG-14260,Frank Gastineau,34,7,1383.144,125.74036363636364,11,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Lawrence,Massachusetts,East,0,10,1,0,1,2,8,0,0,11,0
FH-14275,Frank Hawley,37,10,4256.272,202.67961904761904,21,Aastra 6757i CT Wireless VoIP phone,La Porte,California,Central,2,15,4,1,2,11,7,0,21,0,2
FH-14350,Fred Harton,212,4,2271.284,162.23457142857143,14,"Acco Six-Outlet Power Strip, 4' Cord Length",Atlanta,Georgia,South,1,10,3,3,0,0,11,14,0,0,0
FH-14365,Fred Hopkins,5,8,6987.196,537.4766153846153,13,Canon PC940 Copier,Los Angeles,California,West,2,9,2,7,0,0,6,0,13,0,2
FM-14215,Filia McAdams,7,10,2456.638,163.77586666666667,15,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Richmond,Kentucky,South,4,9,2,1,1,5,8,0,15,0,2
FM-14290,Frank Merwin,36,9,3736.1980000000003,186.80990000000003,20,Astroparche Fine Business Paper,San Francisco,California,West,0,16,4,1,9,0,10,0,0,20,2
FM-14380,Fred McMath,145,9,2523.266,180.23328571428573,14,Avery 477,Aurora,Colorado,Central,1,7,6,0,0,5,9,14,0,0,2
FO-14305,Frank Olsen,38,10,2678.438,178.56253333333333,14,Fiskars Spring-Action Scissors,Glendale,Arizona,West,1,12,2,2,0,2,11,15,0,0,2
FP-14320,Frank Preis,23,8,4046.746,289.0532857142857,14,Apple iPhone 5C,New York City,California,East,3,7,4,2,0,0,12,14,0,0,2
FW-14395,Fred Wasserman,362,3,79.75,26.583333333333332,3,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Huntsville,Alabama,East,0,1,2,1,0,1,1,0,3,0,1
GA-14515,George Ashbrook,149,5,3797.2320000000004,379.7232,10,AT&T 1080 Phone,San Francisco,California,West,2,5,3,0,0,3,7,10,0,0,0
GA-14725,Guy Armstrong,5,11,1398.382,63.56281818181819,22,Avery 483,Columbia,Missouri,Central,5,16,1,2,1,6,13,22,0,0,2
GB-14530,George Bell,62,11,1568.44,78.422,19,Things To Do Today Pad,Los Angeles,California,East,8,11,1,2,0,3,15,0,20,0,2
GB-14575,Giulietta Baptist,13,5,4716.2880000000005,294.76800000000003,16,Adjustable Depth Letter/Legal Cart,Columbia,South Carolina,South,3,11,2,0,0,0,16,16,0,0,0
GD-14590,Giulietta Dortch,5,4,1888.07,314.67833333333334,6,Cisco 8x8 Inc. 6753i IP Business Phone System,Arlington,Pennsylvania,East,0,4,2,2,0,2,2,0,6,0,0
GG-14650,Greg Guthrie,43,9,2224.0,92.66666666666667,24,Staples,Los Angeles,California,West,4,16,4,4,0,2,18,0,24,0,2
GH-14410,Gary Hansen,75,9,2819.467,165.851,17,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Chicago,California,West,4,11,2,1,0,4,12,0,0,17,2
GH-14425,Gary Hwang,50,4,4172.8460000000005,417.28460000000007,10,Acco D-Ring Binder w/DublLock,Tucson,Arizona,West,2,7,1,0,0,0,10,10,0,0,0
GH-14485,Gene Hale,387,2,1361.2440000000001,453.74800000000005,3,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Richardson,Texas,Central,2,0,1,2,0,0,1,0,3,0,1
GH-14665,Greg Hansen,2,2,146.9408,48.980266666666665,3,Acme Box Cutter Scissors,Round Rock,Texas,Central,1,2,0,0,0,1,2,3,0,0,0
GK-14620,Grace Kelly,112,9,6497.27,464.09071428571434,14,Avery 511,Los Angeles,California,West,1,7,6,4,0,3,7,0,14,0,2
GM-14440,Gary McGarr,83,7,3582.8199999999997,325.71090909090907,11,Avery 505,Knoxville,California,East,7,3,1,3,0,1,7,11,0,0,2
GM-14455,Gary Mitchum,16,6,3078.624,256.55199999999996,12,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Chicago,Illinois,East,3,4,5,2,0,2,8,0,0,12,0
GM-14500,Gene McClure,106,10,1255.682,96.59092307692308,13,Ativa MDM8000 8-Sheet Micro-Cut Shredder,Oceanside,California,East,2,9,2,0,0,4,9,13,0,0,2
GM-14680,Greg Matthias,152,6,3163.628,287.60254545454546,11,Acme Design Stainless Steel Bent Scissors,San Jose,California,West,4,4,3,0,0,0,11,11,0,0,0
GM-14695,Greg Maxwell,117,3,6049.966,549.9969090909091,11,AT&T CL82213,Alexandria,California,West,1,9,1,0,0,6,5,0,11,0,0
GP-14740,Guy Phonely,764,2,236.53,47.306,5,Aluminum Screw Posts,Leominster,Massachusetts,East,0,5,0,0,0,0,5,0,5,0,1
GR-14560,Georgia Rosenberg,1135,2,1284.38,256.87600000000003,5,Avery 480,Wilmington,Delaware,East,1,4,0,0,0,0,5,0,5,0,1
